Territory Name,created_timestamp,address_id,group,alias,address,address_2,member_id,first_name,last_name,email,phone,city,state,country_id,zipcode,lat,lng,curbside_lat,curbside_lng,schedule,schedule_blacklist,in_route_count,last_visited_timestamp,last_routed_timestamp,time_window_start,time_window_end,time_window_start_2,time_window_end_2,service_time,timezone,color,address_icon,address_stop_type,address_cube,address_pieces,address_reference_no,address_revenue,address_weight,address_priority,address_customer_po
,,,,,Unknown address 3143,,,,,,,,,,,40.641537,-73.923183,40.641537,-73.923183,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3760,,,,,,,,,,,40.641077,-73.922511,40.641077,-73.922511,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3462,,,,,,,,,,,40.641214,-73.922521,40.641214,-73.922521,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 2040,,,,,,,,,,,40.636416,-74.008276,40.636416,-74.008276,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 2112,,,,,,,,,,,40.670355,-73.975008,40.670355,-73.975008,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3769,,,,,,,,,,,40.641075,-73.922656,40.641075,-73.922656,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3296,,,,,,,,,,,40.641329,-73.923446,40.641329,-73.923446,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3964,,,,,,,,,,,40.640993,-73.922324,40.640993,-73.922324,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4029,,,,,,,,,,,40.630931,-74.005817,40.630931,-74.005817,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3561,,,,,,,,,,,40.641161,-73.922219,40.641161,-73.922219,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3829,,,,,,,,,,,40.64105,-73.922593,40.64105,-73.922593,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3551,,,,,,,,,,,40.641167,-73.922317,40.641167,-73.922317,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3311,,,,,,,,,,,40.641321,-73.922511,40.641321,-73.922511,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3489,,,,,,,,,,,40.641198,-73.922757,40.641198,-73.922757,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4461,,,,,,,,,,,40.6407,-73.922603,40.6407,-73.922603,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4377,,,,,,,,,,,40.640782,-73.922821,40.640782,-73.922821,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3870,,,,,,,,,,,40.641029,-73.922718,40.641029,-73.922718,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3902,,,,,,,,,,,40.641014,-73.922745,40.641014,-73.922745,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4272,,,,,,,,,,,40.640854,-73.922752,40.640854,-73.922752,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4123,,,,,,,,,,,40.640928,-73.922687,40.640928,-73.922687,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4249,,,,,,,,,,,40.640868,-73.923043,40.640868,-73.923043,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4057,,,,,,,,,,,40.64096,-73.923259,40.64096,-73.923259,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4055,,,,,,,,,,,40.640961,-73.922579,40.640961,-73.922579,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3917,,,,,,,,,,,40.641007,-73.922669,40.641007,-73.922669,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3475,,,,,,,,,,,40.641206,-73.922749,40.641206,-73.922749,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4454,,,,,,,,,,,40.640708,-73.922753,40.640708,-73.922753,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4477,,,,,,,,,,,40.640682,-73.922668,40.640682,-73.922668,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4168,,,,,,,,,,,40.640908,-73.922797,40.640908,-73.922797,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 149,,,,,,,,,,,40.640431,-73.923006,40.640431,-73.923006,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 802,,,,,,,,,,,40.639138,-73.920298,40.639138,-73.920298,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 664,,,,,,,,,,,40.60273,-73.990361,40.60273,-73.990361,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4264,,,,,,,,,,,40.640858,-73.922833,40.640858,-73.922833,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3568,,,,,,,,,,,40.641157,-73.922965,40.641157,-73.922965,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3390,,,,,,,,,,,40.641256,-73.921398,40.641256,-73.921398,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3877,,,,,,,,,,,40.641027,-73.922882,40.641027,-73.922882,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 1678,,,,,,,,,,,40.637247,-73.911556,40.637247,-73.911556,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3144,,,,,,,,,,,40.641537,-73.922901,40.641537,-73.922901,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4462,,,,,,,,,,,40.640699,-73.921074,40.640699,-73.921074,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3686,,,,,,,,,,,40.641101,-73.922693,40.641101,-73.922693,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3387,,,,,,,,,,,40.641257,-73.922908,40.641257,-73.922908,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4252,,,,,,,,,,,40.640867,-73.922628,40.640867,-73.922628,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3598,,,,,,,,,,,40.641143,-73.922502,40.641143,-73.922502,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3378,,,,,,,,,,,40.641265,-73.922456,40.641265,-73.922456,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4385,,,,,,,,,,,40.640772,-73.922509,40.640772,-73.922509,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3612,,,,,,,,,,,40.64114,-73.922486,40.64114,-73.922486,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 35,,,,,,,,,,,40.64062,-73.922415,40.64062,-73.922415,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 2377,,,,,,,,,,,40.688167,-73.958971,40.688167,-73.958971,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4027,,,,,,,,,,,40.640974,-73.922768,40.640974,-73.922768,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 3668,,,,,,,,,,,40.641109,-73.922793,40.641109,-73.922793,,,,,,,,,,,,,,DELIVERY,,,,,,,
,,,,,Unknown address 4081,,,,,,,,,,,40.640945,-73.922493,40.640945,-73.922493,,,,,,,,,,,,,,DELIVERY,,,,,,,
